,RPM,Speed,attack
516,0.0,25.445150230499998,1
517,386.0,0.0,0
518,0.0,25.445150230499998,1
519,0.0,618.0,0
520,0.0,25.445150230499998,1
521,0.0,25.445150230499998,1
522,383.0,0.0,0
523,0.0,25.445150230499998,1
524,0.0,25.445150230499998,1
525,0.0,618.0,0
526,0.0,25.445150230499998,1
527,383.0,0.0,0
528,0.0,25.445150230499998,1
529,0.0,25.445150230499998,1
530,0.0,25.445150230499998,1
531,382.0,0.0,0
532,0.0,613.0,0
533,0.0,25.445150230499998,1
534,0.0,25.445150230499998,1
535,0.0,25.445150230499998,1
536,382.0,0.0,0
537,0.0,25.445150230499998,1
538,0.0,613.0,0
539,0.0,25.445150230499998,1
540,0.0,25.445150230499998,1
541,381.0,0.0,0
542,0.0,25.445150230499998,1
543,0.0,25.445150230499998,1
544,0.0,613.0,0
545,0.0,25.445150230499998,1
546,379.0,0.0,0
547,0.0,25.445150230499998,1
548,0.0,25.445150230499998,1
549,0.0,25.445150230499998,1
550,379.0,0.0,0
551,0.0,613.0,0
552,0.0,25.445150230499998,1
553,0.0,25.445150230499998,1
554,0.0,25.445150230499998,1
555,378.0,0.0,0
556,0.0,25.445150230499998,1
557,0.0,613.0,0
558,0.0,25.445150230499998,1
559,0.0,25.445150230499998,1
560,378.0,0.0,0
561,0.0,25.445150230499998,1
562,0.0,25.445150230499998,1
563,0.0,613.0,0
564,0.0,25.445150230499998,1
565,378.0,0.0,0
566,0.0,25.445150230499998,1
567,0.0,25.445150230499998,1
568,0.0,25.445150230499998,1
569,378.0,0.0,0
570,0.0,613.0,0
571,0.0,25.445150230499998,1
572,0.0,25.445150230499998,1
573,0.0,25.445150230499998,1
574,376.0,0.0,0
575,0.0,25.445150230499998,1
576,0.0,613.0,0
577,0.0,25.445150230499998,1
578,0.0,25.445150230499998,1
579,374.0,0.0,0
580,0.0,25.445150230499998,1
581,0.0,25.445150230499998,1
582,0.0,613.0,0
583,0.0,25.445150230499998,1
584,374.0,0.0,0
585,0.0,25.445150230499998,1
586,0.0,25.445150230499998,1
587,0.0,25.445150230499998,1
588,374.0,0.0,0
589,0.0,607.0,0
590,0.0,25.445150230499998,1
591,0.0,25.445150230499998,1
592,0.0,25.445150230499998,1
593,374.0,0.0,0
594,0.0,25.445150230499998,1
595,0.0,607.0,0
